order_id,customer_id,restaurant_id,order_timestamp,order_amount,discount_amount,delivery_fee,payment_mode,order_status
O000743,C01142,R0156,23-03-2026,1488.7,148.87,25,Card,Cancelled
O000744,C04162,R0199,19-04-2026,382.44,38.24,27,UPI,Delivered
O000745,C01551,R0030,10-07-2025,782.58,0,57,UPI,Delivered
O000746,C03604,R0090,30-04-2024,1257,0,58,UPI,Refunded
O000747,C01582,R0048,02-06-2025,617.33,61.73,36,UPI,Refunded
O000748,C00997,R0008,04-03-2026,1375.89,0,57,UPI,Cancelled
O000749,C03490,R0172,18-10-2025,1126.35,0,50,UPI,Delivered
O000750,C02065,R0174,08-01-2025,1196.7,0,55,UPI,Refunded
O000751,C00236,R0030,17-08-2025,1513.38,151.34,55,Card,Cancelled
O000752,C04109,R0179,23-04-2025,1022.12,0,42,Cash,Refunded
O000753,C02575,R0101,19-11-2025,438.62,43.86,20,UPI,Cancelled
O000754,C00505,R0194,02-04-2024,886.65,0,43,UPI,Refunded
O000755,C00768,R0145,20-07-2025,927.78,0,31,Wallet,Refunded
O000756,C03855,R0107,28-04-2026,1002.59,100.26,46,Card,Delivered
O000757,C03298,R0123,22-05-2024,554.37,55.44,30,Card,Delivered
O000758,C04596,R0124,31-07-2025,686.78,0,44,Cash,Delivered
O000759,C04518,R0162,08-10-2025,634.02,0,26,Card,Cancelled
O000760,C03703,R0113,01-04-2026,794.82,0,30,UPI,Delivered
O000761,C02966,R0146,26-09-2024,405.25,0,20,Cash,Delivered
O000762,C03606,R0198,06-02-2025,394.93,39.49,52,Wallet,Delivered
O000763,C01536,R0045,04-08-2024,709.16,0,45,UPI,Delivered
O000764,C00116,R0130,25-01-2024,1179.09,0,38,Card,Delivered
O000765,C01045,R0017,29-12-2024,831.79,83.18,32,Card,Delivered
O000766,C03014,R0187,16-09-2025,338.75,0,52,UPI,Delivered
O000767,C01714,R0192,23-01-2024,1381.99,0,50,UPI,Delivered
O000768,C03649,R0036,05-11-2024,1332.5,0,36,UPI,Cancelled
O000769,C00589,R0194,22-09-2024,618.26,0,36,UPI,Refunded
O000770,C01575,R0191,24-06-2024,880.98,88.1,48,UPI,Delivered
O000771,C02544,R0124,03-11-2024,680.05,0,44,Wallet,Refunded
O000772,C01177,R0072,15-10-2024,1336.56,0,55,UPI,Delivered
O000773,C03574,R0077,22-06-2024,1371,0,39,UPI,Cancelled
O000774,C00653,R0015,07-06-2025,256.54,0,52,Card,Delivered
O000775,C02862,R0027,04-08-2024,668.64,0,33,UPI,Delivered
O000776,C01013,R0196,07-02-2025,1005.13,0,29,Wallet,Refunded
O000777,C03794,R0193,25-10-2025,1200.36,0,30,UPI,Refunded
O000778,C01868,R0116,21-09-2024,235.9,23.59,35,UPI,Cancelled
O000779,C02782,R0040,10-08-2024,671.3,0,38,Card,Delivered
O000780,C00264,R0187,26-01-2026,355.71,0,59,UPI,Delivered
O000781,C02353,R0170,20-03-2024,262.25,0,39,Cash,Cancelled
O000782,C00528,R0064,05-11-2024,1472.91,0,22,UPI,Delivered
O000783,C04250,R0050,20-12-2025,1564.84,0,34,Card,Cancelled
O000784,C04457,R0183,31-05-2024,600.72,60.07,39,Wallet,Cancelled
O000785,C03982,R0154,14-06-2024,723.26,0,54,Card,Cancelled
O000786,C02777,R0104,30-11-2025,366.65,36.66,20,UPI,Delivered
O000787,C04262,R0032,18-11-2024,460.83,0,39,Card,Refunded
O000788,C00495,R0023,20-09-2024,288.93,0,54,Card,Delivered
O000789,C04556,R0134,01-09-2024,1014.57,0,30,UPI,Delivered
O000790,C03988,R0150,29-01-2024,428.87,0,59,UPI,Refunded
O000791,C02178,R0022,15-12-2024,527.79,0,43,Card,Cancelled
O000792,C01224,R0134,18-10-2024,999.68,0,50,Cash,Delivered
O000793,C04111,R0115,18-06-2024,921.95,92.2,32,Wallet,Delivered
O000794,C04687,R0069,10-10-2025,766.29,0,57,Wallet,Delivered
O000795,C03295,R0046,07-07-2025,1114.33,111.43,55,Card,Delivered
O000796,C02615,R0098,05-08-2025,289.09,28.91,35,UPI,Refunded
O000797,C03917,R0113,07-08-2025,554.58,55.46,46,UPI,Delivered
O000798,C02968,R0047,26-04-2026,1001.13,100.11,49,Card,Delivered
O000799,C03362,R0093,01-10-2024,697.68,0,33,UPI,Delivered
O000800,C04177,R0171,01-10-2024,719.18,71.92,41,Wallet,Delivered
O000801,C00069,R0189,18-01-2026,1088.83,0,36,UPI,Refunded
O000802,C01774,R0027,12-06-2025,474.59,0,25,Wallet,Refunded
O000803,C01179,R0002,18-12-2025,827.49,0,47,UPI,Delivered
O000804,C04574,R0037,15-01-2024,314.42,0,53,Card,Delivered
O000805,C00681,R0167,05-10-2025,276.67,27.67,23,UPI,Delivered
O000806,C02340,R0076,14-03-2024,796.75,0,23,UPI,Delivered
O000807,C02561,R0193,26-04-2024,721.3,0,28,Card,Refunded
O000808,C00728,R0105,01-02-2024,295.46,0,41,UPI,Delivered
O000809,C03991,R0099,23-01-2025,1170.18,0,33,Card,Delivered
O000810,C01916,R0126,18-09-2024,354.59,35.46,41,UPI,Delivered
O000811,C03965,R0077,05-04-2024,553.64,0,59,UPI,Cancelled
O000812,C02827,R0040,04-07-2024,540.2,0,49,Cash,Delivered
O000813,C01501,R0173,17-05-2024,969.89,0,51,UPI,Cancelled
O000814,C01159,R0007,28-06-2025,1011.19,0,29,Card,Cancelled
O000815,C03667,R0054,17-03-2025,1433.28,0,52,Wallet,Delivered
O000816,C03759,R0196,11-09-2025,1312.88,0,40,UPI,Delivered
O000817,C01366,R0088,26-08-2025,351.19,0,23,Wallet,Refunded
O000818,C02387,R0102,08-07-2025,1481.16,148.12,30,UPI,Cancelled
O000819,C03911,R0176,25-10-2024,1008.13,100.81,29,UPI,Delivered
O000820,C00318,R0008,30-10-2025,1439.3,143.93,55,Wallet,Cancelled
O000821,C03926,R0044,04-04-2025,1035.08,0,37,Card,Delivered
O000822,C04028,R0038,17-06-2025,537.5,0,39,Card,Delivered
O000823,C00569,R0027,19-01-2026,1025.36,0,41,Card,Cancelled
O000824,C03358,R0021,30-06-2024,1019.15,101.92,37,Card,Delivered
O000825,C01039,R0198,02-09-2024,295.72,0,26,UPI,Cancelled
O000826,C01567,R0127,26-06-2025,937.84,0,23,Wallet,Refunded
O000827,C03639,R0114,19-02-2026,1137.78,0,33,Wallet,Delivered
O000828,C00596,R0028,16-01-2024,1499.9,149.99,47,UPI,Delivered
O000829,C03178,R0047,25-02-2026,1535.01,0,52,Wallet,Delivered
O000830,C00874,R0158,17-11-2024,1377.84,0,43,UPI,Delivered
O000831,C01885,R0027,26-05-2025,320.39,32.04,52,UPI,Cancelled
O000832,C02217,R0089,03-10-2025,384.67,0,38,UPI,Delivered
O000833,C04539,R0165,14-07-2025,275.53,0,39,UPI,Delivered
O000834,C02124,R0103,06-04-2025,341.74,34.17,35,Cash,Delivered
O000835,C01804,R0038,14-12-2025,355.94,35.59,21,UPI,Delivered
O000836,C04888,R0026,09-03-2025,1341.24,0,45,UPI,Cancelled
O000837,C01700,R0101,03-10-2024,1358.56,0,58,UPI,Delivered
O000838,C01399,R0050,05-01-2025,1255.21,0,35,Cash,Refunded
O000839,C04342,R0140,14-09-2025,637.04,0,50,UPI,Refunded
O000840,C04908,R0028,04-09-2024,397.08,0,31,UPI,Delivered
O000841,C01409,R0061,11-04-2026,760.28,76.03,54,Wallet,Delivered
O000842,C01980,R0062,16-11-2024,762.68,0,48,UPI,Delivered
O000843,C04715,R0060,05-11-2025,1390.84,0,42,Cash,Cancelled
O000844,C02714,R0016,09-02-2024,777.2,77.72,52,UPI,Refunded
O000845,C04390,R0187,25-03-2024,484.4,0,35,Wallet,Delivered
O000846,C02947,R0087,28-08-2025,567.78,56.78,59,UPI,Refunded
O000847,C04079,R0174,07-03-2025,554.45,0,39,UPI,Cancelled
O000848,C00213,R0074,11-04-2025,1315.02,131.5,22,Card,Refunded
O000849,C04280,R0007,24-12-2024,1302.86,130.29,58,Card,Cancelled
O000850,C02988,R0200,23-10-2024,1121.28,0,56,Cash,Delivered
O000851,C03231,R0057,14-09-2024,1025.01,102.5,25,Cash,Delivered
O000852,C01880,R0164,10-10-2025,732.87,0,47,Cash,Refunded
O000853,C03020,R0039,16-07-2025,393.89,0,60,UPI,Delivered
O000854,C04061,R0132,06-09-2024,1183.86,0,35,UPI,Delivered
O000855,C02291,R0148,15-11-2024,381.94,0,29,UPI,Refunded
O000856,C01796,R0087,02-06-2024,1175.45,0,42,UPI,Refunded
O000857,C03308,R0069,20-03-2024,720,0,41,Cash,Refunded
O000858,C01765,R0115,07-08-2024,1177.11,0,44,Card,Refunded
O000859,C01524,R0121,09-08-2025,1312.12,0,53,UPI,Refunded
O000860,C00415,R0110,07-02-2026,535.86,53.59,53,Card,Refunded
O000861,C03545,R0165,03-12-2025,800.46,0,28,UPI,Cancelled
O000862,C03998,R0198,25-02-2024,1216.6,121.66,30,Wallet,Cancelled
O000863,C00302,R0167,19-03-2024,1297.85,0,29,Cash,Cancelled
O000864,C04168,R0031,24-10-2025,914.35,0,28,UPI,Cancelled
O000865,C04843,R0102,15-03-2024,482.58,0,55,UPI,Delivered
O000866,C03025,R0025,20-04-2024,1495.4,0,60,Card,Delivered
O000867,C04471,R0149,16-03-2026,523.57,52.36,51,Card,Refunded
O000868,C04505,R0173,30-12-2024,413.75,0,46,Cash,Delivered
O000869,C02333,R0071,10-01-2025,509.3,0,40,UPI,Refunded
O000870,C00006,R0011,04-10-2024,659.84,0,57,Wallet,Refunded
O000871,C02267,R0040,06-10-2024,358.34,35.83,21,UPI,Delivered
O000872,C01910,R0009,10-12-2024,1104.06,0,34,UPI,Refunded
O000873,C01659,R0010,17-03-2026,437.32,43.73,33,UPI,Delivered
O000874,C01683,R0003,12-08-2025,427.17,42.72,30,Card,Delivered
O000875,C03355,R0053,23-08-2025,1344.64,0,21,UPI,Delivered
O000876,C00614,R0089,04-03-2024,461.42,0,44,UPI,Delivered
O000877,C00707,R0005,17-01-2025,546.43,54.64,27,UPI,Delivered
O000878,C01624,R0090,26-03-2026,973.88,97.39,39,UPI,Delivered
O000879,C04851,R0157,15-04-2025,1422.01,0,39,UPI,Delivered
O000880,C02902,R0072,06-03-2024,947.12,0,30,Card,Delivered
O000881,C01857,R0109,05-05-2025,1414.88,141.49,52,UPI,Delivered
O000882,C03600,R0134,09-03-2025,651.53,65.15,21,Cash,Cancelled
O000883,C02663,R0181,26-03-2026,366.33,0,44,UPI,Delivered
O000884,C03159,R0188,29-09-2025,567.03,0,31,Wallet,Delivered
O000885,C04038,R0102,01-02-2024,1149.91,114.99,44,Cash,Refunded
O000886,C01791,R0148,18-06-2025,1124.11,0,24,Wallet,Cancelled
O000887,C03760,R0120,23-03-2025,810.28,81.03,51,Wallet,Delivered
O000888,C01122,R0171,11-02-2026,833.74,83.37,25,UPI,Refunded
O000889,C04613,R0111,16-12-2025,295.51,29.55,32,Wallet,Delivered
O000890,C03525,R0061,09-10-2025,1374.92,0,59,Card,Refunded
O000891,C03776,R0033,30-01-2026,805.91,0,29,UPI,Refunded
O000892,C00203,R0190,28-03-2026,347.66,0,47,UPI,Delivered
O000893,C03500,R0184,03-09-2025,651.66,65.17,53,Wallet,Delivered
O000894,C04468,R0154,09-07-2025,1257.44,0,56,UPI,Refunded
O000895,C03040,R0019,11-04-2024,817.42,0,44,Card,Delivered
O000896,C03782,R0168,07-12-2025,631.59,0,60,Wallet,Refunded
O000897,C01285,R0072,06-01-2026,778.47,77.85,32,UPI,Delivered
O000898,C01786,R0072,07-02-2025,929.27,92.93,29,Cash,Refunded
O000899,C02551,R0064,25-04-2026,986.41,0,31,Wallet,Cancelled
O000900,C00962,R0165,10-08-2025,1348.71,134.87,21,Cash,Delivered
O000901,C02320,R0122,21-08-2024,1277.33,0,39,Wallet,Refunded
O000902,C04243,R0008,01-10-2024,1106.25,110.62,58,UPI,Delivered
O000903,C02624,R0109,04-03-2024,1432.65,0,45,UPI,Refunded
O000904,C03359,R0163,16-11-2025,304.43,0,44,Cash,Delivered
O000905,C03265,R0104,02-07-2025,1287.73,0,55,UPI,Cancelled
O000906,C02838,R0177,24-01-2024,1245,124.5,43,UPI,Refunded
O000907,C04484,R0185,06-11-2024,347.8,34.78,29,Card,Cancelled
O000908,C00922,R0113,24-06-2025,1426.01,0,49,UPI,Refunded
O000909,C00519,R0199,07-03-2024,1425.42,0,34,UPI,Refunded
O000910,C03060,R0021,30-01-2026,1065.58,106.56,28,UPI,Delivered
O000911,C03036,R0067,08-09-2024,894.09,89.41,54,UPI,Delivered
O000912,C00488,R0130,29-10-2024,825.75,82.58,49,UPI,Delivered
O000913,C00008,R0006,04-04-2025,1153.46,115.35,60,UPI,Delivered
O000914,C04005,R0077,05-03-2024,816.95,0,59,UPI,Delivered
O000915,C04591,R0145,03-02-2024,403.11,40.31,50,Wallet,Delivered
O000916,C01977,R0168,13-12-2025,296.06,29.61,58,Cash,Cancelled
O000917,C00355,R0059,05-05-2025,571.22,0,38,Wallet,Delivered
O000918,C04183,R0040,31-01-2025,1390.39,0,57,Card,Delivered
O000919,C04909,R0041,15-03-2024,1168.99,0,36,Wallet,Delivered
O000920,C02593,R0057,05-07-2024,1247.42,124.74,25,Card,Delivered
O000921,C02530,R0176,21-04-2026,950.36,0,21,Card,Cancelled
O000922,C04871,R0072,02-01-2025,1379.38,0,52,Cash,Delivered
O000923,C02205,R0134,07-12-2025,518.12,0,41,Cash,Refunded
O000924,C04134,R0167,07-10-2024,1330.8,133.08,53,UPI,Refunded
O000925,C02884,R0005,20-04-2025,312.58,31.26,50,UPI,Cancelled
O000926,C01317,R0153,22-12-2024,1018.16,0,54,Wallet,Refunded
O000927,C02845,R0096,18-09-2025,1519.78,151.98,39,Card,Delivered
O000928,C04858,R0052,09-01-2024,524.47,0,30,Wallet,Delivered
O000929,C01645,R0198,02-05-2024,1176.94,0,60,Card,Delivered
O000930,C01413,R0124,19-12-2025,959.56,0,41,Wallet,Delivered
O000931,C03742,R0198,01-04-2025,341.9,34.19,50,UPI,Delivered
O000932,C03402,R0048,23-10-2024,1522.23,0,47,Cash,Cancelled
O000933,C01617,R0116,27-03-2025,624.2,62.42,23,Cash,Delivered
O000934,C04911,R0006,30-10-2025,924.96,0,55,UPI,Delivered
O000935,C01667,R0038,17-03-2024,1341.76,134.18,58,UPI,Refunded
O000936,C01491,R0100,23-03-2024,582.45,0,22,UPI,Cancelled
O000937,C02274,R0050,09-09-2024,600.68,60.07,45,UPI,Delivered
O000938,C02059,R0160,21-01-2025,361.4,36.14,42,UPI,Delivered
O000939,C02792,R0037,02-10-2024,863.5,86.35,47,Card,Refunded
O000940,C01508,R0147,26-06-2025,1503.62,150.36,59,UPI,Delivered
O000941,C01045,R0069,19-12-2024,811.31,81.13,39,Cash,Delivered
O000942,C01973,R0095,10-03-2025,1160.22,116.02,60,UPI,Cancelled
O000943,C00172,R0051,24-05-2024,1309.77,0,59,Cash,Refunded
O000944,C02077,R0151,12-01-2026,838.48,0,33,UPI,Delivered
O000945,C04469,R0101,23-04-2025,1097.95,109.8,29,UPI,Cancelled
O000946,C01274,R0159,10-09-2025,748.66,74.87,51,Card,Refunded
O000947,C00580,R0001,31-01-2024,497.58,49.76,27,Cash,Cancelled
O000948,C04311,R0196,17-10-2025,709.24,0,52,Cash,Delivered
O000949,C03232,R0011,20-11-2024,1104.4,0,20,UPI,Delivered
O000950,C03945,R0162,11-07-2024,439.02,43.9,30,UPI,Delivered
O000951,C03929,R0041,23-02-2025,1480.1,148.01,21,Card,Cancelled
O000952,C00565,R0199,02-01-2025,1005.95,0,26,UPI,Delivered
O000953,C04071,R0182,21-06-2025,938.42,93.84,49,UPI,Cancelled
O000954,C02476,R0146,29-12-2025,932.76,0,26,UPI,Delivered
O000955,C03516,R0144,07-02-2026,600.63,60.06,29,UPI,Delivered
O000956,C03249,R0101,11-02-2024,434.35,43.44,29,UPI,Cancelled
O000957,C04958,R0021,12-01-2025,1485.63,0,25,UPI,Cancelled
O000958,C02590,R0028,19-07-2025,1456.57,145.66,31,Card,Delivered
O000959,C03849,R0087,20-01-2024,1360.98,0,46,Card,Delivered
O000960,C04317,R0172,08-01-2026,1295.16,0,30,UPI,Delivered
O000961,C04926,R0035,15-02-2024,898.45,0,54,Cash,Cancelled
O000962,C01397,R0178,17-06-2025,302.81,0,42,UPI,Refunded
O000963,C02857,R0188,25-04-2024,1084.06,0,30,UPI,Delivered
O000964,C04622,R0110,21-02-2026,877.81,0,34,Wallet,Delivered
O000965,C01452,R0152,31-05-2025,820.13,0,32,UPI,Cancelled
O000966,C02910,R0192,05-04-2024,1174.63,117.46,43,Cash,Delivered
O000967,C01909,R0033,07-06-2024,966.13,0,36,Card,Refunded
O000968,C02084,R0110,06-08-2024,1187.69,0,53,Card,Cancelled
O000969,C02596,R0149,12-01-2024,1374.85,0,52,UPI,Delivered
O000970,C02674,R0006,01-06-2024,747.92,74.79,50,UPI,Refunded
O000971,C01980,R0033,19-07-2024,435.61,0,39,UPI,Refunded
O000972,C04422,R0160,31-07-2024,520.98,52.1,57,UPI,Delivered
O000973,C02584,R0168,05-06-2024,700.95,70.1,25,Cash,Cancelled
O000974,C01410,R0142,21-06-2024,651.66,0,50,UPI,Delivered
O000975,C00467,R0126,17-01-2026,860.93,0,40,UPI,Delivered
O000976,C02729,R0074,17-02-2025,1019.18,101.92,58,UPI,Delivered
O000977,C03996,R0103,29-09-2024,284.29,28.43,39,Card,Cancelled
O000978,C00991,R0047,20-02-2026,818.27,0,52,Card,Refunded
O000979,C00284,R0148,27-12-2025,896.79,89.68,31,UPI,Refunded
O000980,C01604,R0184,10-10-2024,298.96,29.9,44,Wallet,Cancelled
O000981,C03175,R0193,18-06-2025,1236,123.6,41,UPI,Delivered
O000982,C00036,R0017,24-04-2024,1224.37,122.44,35,UPI,Cancelled
O000983,C04711,R0062,12-07-2024,396.51,39.65,44,UPI,Delivered
O000984,C01405,R0022,23-06-2024,1194.17,119.42,53,Wallet,Delivered
O000985,C01504,R0156,30-03-2024,681.19,0,59,Wallet,Delivered
O000986,C00344,R0171,11-10-2024,1041.33,104.13,46,UPI,Delivered
O000987,C04947,R0022,01-05-2025,492.46,49.25,21,UPI,Delivered
O000988,C03918,R0025,02-08-2024,1157.18,115.72,46,UPI,Cancelled
O000989,C02738,R0067,10-04-2025,606.64,60.66,54,Cash,Cancelled
O000990,C01265,R0023,24-11-2024,1140.48,0,38,UPI,Delivered
O000991,C01111,R0093,09-04-2026,808.86,0,35,UPI,Delivered
O000992,C01200,R0045,11-04-2025,779.38,0,50,UPI,Delivered
O000993,C03617,R0080,01-02-2024,1107.47,0,28,UPI,Delivered
O000994,C04386,R0070,04-02-2024,509.9,0,54,UPI,Refunded
O000995,C00338,R0133,10-04-2025,492.72,49.27,54,Wallet,Cancelled
O000996,C01074,R0121,05-03-2024,1158.54,115.85,56,UPI,Delivered
O000997,C00268,R0163,09-01-2024,1390.15,0,40,UPI,Cancelled
O000998,C00605,R0186,17-01-2025,780.93,0,57,Card,Refunded
O000999,C04090,R0134,31-12-2025,560.14,0,30,UPI,Cancelled
O001000,C02338,R0167,15-04-2026,447.43,0,23,UPI,Cancelled
O001001,C00862,R0097,25-03-2026,324.45,32.45,29,UPI,Cancelled
O001002,C01737,R0028,25-04-2024,1442.48,144.25,38,Wallet,Refunded
O001003,C03019,R0058,04-01-2026,695.73,0,46,Card,Refunded
O001004,C04079,R0074,07-03-2025,1368.1,0,49,Cash,Delivered
O001005,C01613,R0097,07-06-2025,316.11,0,60,Wallet,Delivered
O001006,C01409,R0073,18-01-2026,1486.57,0,36,Wallet,Delivered
O001007,C00351,R0087,23-08-2025,1037.78,0,46,UPI,Delivered
O001008,C00406,R0191,12-12-2024,733.35,73.34,50,Wallet,Delivered
O001009,C04500,R0025,13-09-2025,1441.3,0,46,Wallet,Delivered
O001010,C00603,R0198,26-10-2025,668.42,0,44,UPI,Cancelled
O001011,C04842,R0005,12-08-2025,836.01,0,59,Cash,Delivered
O001012,C01722,R0056,13-03-2026,1238.67,123.87,50,Wallet,Delivered
O001013,C01603,R0016,07-12-2025,1128.16,112.82,30,UPI,Cancelled
O001014,C01535,R0185,20-12-2024,896.5,0,37,Card,Delivered
O001015,C03463,R0010,04-02-2025,286.01,28.6,42,UPI,Cancelled
O001016,C04419,R0177,04-09-2025,513.29,51.33,40,UPI,Delivered
O001017,C02932,R0140,20-02-2025,1140.48,114.05,26,Wallet,Delivered
O001018,C04726,R0112,19-02-2026,940.88,0,54,Card,Refunded
O001019,C00764,R0109,17-02-2024,1194.85,0,49,Wallet,Delivered
O001020,C04969,R0006,05-02-2025,805.8,80.58,25,UPI,Cancelled
O001021,C00552,R0098,13-01-2025,809.69,80.97,48,Card,Delivered
O001022,C02640,R0040,16-04-2026,216.36,21.64,30,Cash,Delivered
O001023,C03736,R0139,26-09-2025,958.43,95.84,54,Card,Delivered
O001024,C04350,R0071,29-06-2025,384.22,0,60,UPI,Delivered
O001025,C03681,R0067,15-01-2026,509.82,0,25,Cash,Refunded
O001026,C01997,R0118,07-02-2025,504.3,0,48,Wallet,Refunded
O001027,C04273,R0091,31-01-2025,1102.76,0,58,Wallet,Refunded
O001028,C01734,R0084,28-10-2025,1203.35,120.33,41,UPI,Delivered
O001029,C02560,R0137,08-03-2025,839.32,0,38,Card,Cancelled
O001030,C02804,R0024,30-01-2025,302.58,0,57,UPI,Refunded
O001031,C00495,R0035,16-03-2026,992.25,99.23,52,Card,Delivered
O001032,C04897,R0100,03-12-2025,413.12,41.31,29,UPI,Refunded
O001033,C03828,R0058,05-05-2024,1119.69,0,55,UPI,Delivered
O001034,C03079,R0034,27-08-2024,969.46,0,49,Wallet,Delivered
O001035,C03661,R0062,06-01-2025,1370.86,137.09,36,UPI,Delivered
O001036,C04758,R0013,19-05-2025,668.3,0,36,Wallet,Delivered
O001037,C03072,R0146,14-04-2025,762.11,76.21,29,UPI,Delivered
O001038,C04505,R0171,30-05-2025,297.03,0,35,Card,Delivered
O001039,C03419,R0169,05-10-2025,1186.82,118.68,60,Card,Delivered
O001040,C01077,R0071,30-08-2025,1295.88,0,26,Wallet,Cancelled
O001041,C04089,R0058,31-05-2025,1252.93,0,25,Cash,Delivered
O001042,C03374,R0096,17-10-2025,1365.79,136.58,52,UPI,Delivered
O001043,C00295,R0058,31-03-2024,396.63,39.66,48,UPI,Cancelled
O001044,C00263,R0101,08-03-2026,354.48,35.45,43,UPI,Delivered
O001045,C00403,R0066,02-08-2025,897.51,89.75,25,Cash,Delivered
O001046,C04213,R0072,26-03-2026,267.17,26.72,58,Card,Delivered
O001047,C00186,R0122,09-06-2025,608.08,0,36,Cash,Cancelled
O001048,C00064,R0075,08-06-2024,1532.99,0,54,UPI,Delivered
O001049,C00679,R0076,24-12-2025,1300.6,130.06,53,Card,Delivered
O001050,C04205,R0095,08-02-2025,1465.06,146.51,54,UPI,Delivered
O001051,C02082,R0099,16-03-2026,965.47,0,23,Card,Delivered
O001052,C02636,R0004,12-05-2024,1375.74,0,57,UPI,Delivered
O001053,C03727,R0086,09-01-2024,1013.14,101.31,35,Card,Delivered
O001054,C02496,R0132,20-03-2025,1388.42,138.84,27,Wallet,Delivered
O001055,C03534,R0154,11-09-2024,924.07,0,47,UPI,Delivered
O001056,C01720,R0094,29-03-2024,1159.03,115.9,29,Card,Cancelled
O001057,C00305,R0035,12-03-2025,529.53,0,47,UPI,Refunded
O001058,C02839,R0112,09-01-2025,399.16,0,53,UPI,Delivered
O001059,C00620,R0056,17-04-2024,1390.96,139.1,37,UPI,Cancelled
O001060,C00800,R0192,10-02-2025,925.54,0,50,Cash,Delivered
O001061,C00691,R0001,09-03-2025,1026.08,102.61,25,UPI,Cancelled
O001062,C02195,R0038,17-03-2026,620.82,62.08,54,UPI,Delivered
O001063,C04719,R0013,30-01-2024,1509.03,150.9,60,UPI,Delivered
O001064,C00405,R0046,21-11-2024,1019.31,101.93,56,UPI,Cancelled
O001065,C04212,R0193,05-11-2024,1435.1,0,27,UPI,Delivered
O001066,C04105,R0001,23-09-2025,1098.12,0,23,UPI,Delivered
O001067,C04756,R0130,06-08-2025,1229.68,0,49,Cash,Delivered
O001068,C01070,R0009,30-06-2024,1490.17,0,50,Cash,Delivered
O001069,C04193,R0099,10-10-2024,1117.27,111.73,51,Card,Cancelled
O001070,C03002,R0111,19-12-2025,1178.8,0,31,UPI,Delivered
O001071,C01054,R0100,25-08-2024,1508.19,0,33,UPI,Delivered
O001072,C04933,R0100,18-05-2024,285.97,0,30,Cash,Delivered
O001073,C04116,R0118,01-08-2024,438.25,0,55,Card,Delivered
O001074,C02729,R0117,21-04-2024,255.49,25.55,31,UPI,Delivered
O001075,C03012,R0123,19-06-2025,1557.17,0,54,Wallet,Delivered
O001076,C00482,R0102,13-10-2024,327.38,32.74,43,UPI,Delivered
O001077,C03415,R0037,24-04-2025,318.21,0,51,Wallet,Refunded
O001078,C02783,R0189,12-08-2025,1205.35,120.53,35,Card,Delivered
O001079,C01931,R0142,24-01-2026,1214.38,0,55,UPI,Delivered
O001080,C01147,R0140,05-06-2025,783.52,78.35,20,UPI,Refunded
O001081,C04197,R0032,21-02-2024,789.69,0,55,Cash,Cancelled
O001082,C03586,R0076,08-06-2025,291.17,29.12,53,Card,Delivered
O001083,C04594,R0144,25-02-2025,749.45,0,43,UPI,Delivered
O001084,C04903,R0120,23-05-2025,1421.27,0,46,UPI,Delivered
O001085,C01537,R0164,21-04-2024,283.08,0,28,Card,Refunded
O001086,C00048,R0133,16-10-2024,1422.97,0,45,UPI,Delivered
O001087,C02341,R0127,01-03-2026,1393,0,36,UPI,Delivered
O001088,C03911,R0061,06-09-2024,259.84,0,28,UPI,Cancelled
O001089,C04306,R0074,02-12-2025,1529.42,152.94,26,UPI,Delivered
O001090,C03936,R0154,15-06-2025,1248.97,0,46,Card,Delivered
O001091,C01752,R0043,24-03-2026,727.45,0,42,Card,Cancelled
O001092,C02171,R0128,13-10-2025,841,0,21,UPI,Delivered
O001093,C01375,R0092,03-10-2025,1051.36,105.14,59,UPI,Delivered
O001094,C04665,R0152,23-07-2024,994.76,99.48,44,Card,Refunded
O001095,C02396,R0149,21-03-2024,302.58,30.26,31,Cash,Cancelled
O001096,C01056,R0177,07-09-2024,599.93,0,47,Wallet,Refunded
O001097,C04083,R0029,21-10-2024,1332.03,0,46,UPI,Delivered
O001098,C04918,R0065,08-05-2024,535.02,53.5,26,UPI,Delivered
O001099,C03237,R0125,27-04-2024,263.21,0,47,UPI,Delivered
O001100,C04706,R0126,31-08-2024,378.63,0,54,Card,Refunded
O001101,C02567,R0051,07-02-2025,858.52,0,25,UPI,Delivered
O001102,C04965,R0064,20-04-2026,694.51,0,38,Wallet,Delivered
O001103,C02021,R0191,13-10-2024,1401.61,140.16,57,UPI,Cancelled
O001104,C04441,R0111,19-04-2024,317.91,31.79,34,Cash,Cancelled
O001105,C03603,R0147,29-07-2025,345.37,0,60,UPI,Cancelled
O001106,C00702,R0094,18-02-2026,896.73,0,53,Wallet,Delivered
O001107,C03168,R0063,27-07-2025,853.86,85.39,52,UPI,Cancelled
O001108,C01945,R0163,29-05-2025,330.18,0,52,UPI,Delivered
O001109,C03434,R0129,11-02-2025,942.98,0,21,Cash,Refunded
O001110,C02523,R0131,30-03-2025,994.87,0,50,UPI,Refunded
O001111,C04564,R0083,21-02-2026,1294.89,129.49,42,Card,Delivered
O001112,C02407,R0181,24-11-2025,1204.45,120.45,20,Cash,Cancelled
O001113,C02511,R0111,02-11-2025,497.68,49.77,54,UPI,Delivered
O001114,C04019,R0033,11-04-2024,474.95,0,44,Wallet,Cancelled
O001115,C03656,R0129,01-12-2025,712.46,71.25,39,Cash,Delivered
